C0001,Calibration,Chessboard,,,,
C0002,S01,Walk,,,,
C0003,S01,Limp,,,,
C0004,S02,Walk,,,,
C0005,S02,Limp,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,`
,,,,,,
,,,,,,
,,,,`,,
